"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Care at Home","Private","Home Instead West Lothian","Livingston","Adults","06/06/2023",5,4,NA,5,4,"12/05/2023","2021_4",0,0
"Other than Care at home","Voluntary or Not for Profit","Thistle Day Opportunities","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_4",0,0
"Care at Home","Private","Unfading Care Ltd","Edinburgh","Adults","14/11/2023",3,3,NA,4,4,"04/10/2023","2021_4",0,0
"Care at Home","Private","Bespoke Care Services Ltd","Wishaw","Adults","15/11/2023",4,4,NA,4,4,"18/10/2023","2021_4",0,0
"Care at Home","Voluntary or Not for Profit","Midlothian Housing Support & Care at Home","Penicuik","Adults","22/06/2023",5,5,NA,5,5,"31/05/2023","2021_4",0,0
"Care at Home","Private","Love@Care - Fife","Dunfermline","Adults","31/03/2023",5,NA,NA,NA,4,"24/02/2023","2021_5",0,0
"Care at Home","Private","Excel Care Services","Dunfermline","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_5",0,0
"Care at Home","Private","Partners that Care","Greenock","Adults","22/08/2023",5,5,NA,5,5,"08/08/2023","2021_5",0,0
"Care at Home","Voluntary or Not for Profit","Options Fife Housing Support with Care at Home","Glenrothes","Adults","13/11/2023",5,4,NA,4,4,"26/09/2023","2021_5",0,0
"Care at Home","Health Board","NHS Forth Valley Community Residential Resources","Falkirk","Adults","27/06/2023",6,5,NA,5,6,"09/06/2023","2021_6",0,0
"Care at Home","Private","Tweed Lodge","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_6",0,0
"Care at Home","Private","Walfinch Edinburgh South","Edinburgh","Adults","09/06/2023",4,4,NA,4,4,"26/04/2024","2021_6",0,0
"Care at Home","Private","Cluaran Care","Stirling","Adults","05/04/2024",4,4,NA,4,5,"14/03/2024","2021_6",2,0
"Care at Home","Private","CareStaff at Home","Glasgow","Adults","19/10/2023",5,5,NA,4,4,"21/09/2023","2021_6",0,0
"Care at Home","Private","Novelty Care UK Ltd","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,"29/04/2024","2021_6",0,0
"Care at Home","Private","MM Support","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_6",0,0
"Care at Home","Private","CARENORTH LTD t/a Home Instead","Perth","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_6",0,0
"Care at Home","Private","Lothian Healthcare Services","Balerno","Adults","31/07/2023",5,4,NA,4,4,"13/07/2023","2021_6",0,0
"Care at Home","Private","GGIF Care Ltd Support Service","Aberdeen","Adults","11/07/2023",4,4,NA,4,4,"03/07/2023","2021_6",0,0
"Care at Home","Private","Oncall Care Service","Glasgow","Adults","29/09/2023",4,4,NA,4,4,"07/09/2023","2021_6",0,0
"Care at Home","Private","Heart Link Health Care Services","Dunfermline","Adults","26/01/2024",5,5,NA,4,4,"22/01/2024","2021_7",0,0
"Other than Care at home","Voluntary or Not for Profit","Fairhill Rise","Haddington","Adults","18/04/2024",5,4,5,5,4,"08/03/2024","2021_7",0,0
"Care at Home","Private","HRM HOMECARE SERVICES - NORTH LANARKSHIRE","Coatbridge","Adults","27/02/2023",4,NA,NA,NA,4,"03/02/2023","2021_7",0,0
"Care at Home","Private","HRM HOMECARE SERVICES - RENFREWSHIRE","Kilmarnock","Adults","06/10/2023",5,5,NA,5,5,"07/09/2023","2021_7",0,0
"Care at Home","Private","HRM HOMECARE SERVICES - FALKIRK","Falkirk","Adults","26/09/2023",5,5,NA,5,5,"14/09/2023","2021_7",0,0
"Care at Home","Voluntary or Not for Profit","VSA @ Home","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_7",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Maud","Maud","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_8",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Ellon","Ellon","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_8",0,0
"Care at Home","Local Authority","Castle Crags  Housing Support and Care at Home Service: Group Two","Edinburgh","Adults","06/03/2023",5,5,NA,5,4,"27/01/2023","2021_8",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Borders CS","Galashiels","Adults","06/03/2024",4,3,NA,4,4,"14/02/2024","2021_8",0,0
"Care at Home","Private","ALL FOR YOU SERVICES LIMITED","Livingston","Adults","08/03/2024",2,3,NA,4,2,"15/04/2024","2021_8",2,0
"Care at Home","Local Authority","South Ayrshire Integrated Reablement Service","Ayr","Adults","24/11/2023",5,5,NA,5,5,"03/11/2023","2021_8",0,0
"Care at Home","Voluntary or Not for Profit","Carr Gomm Argyll & Bute Homecare","Isle Of Bute","Adults","27/09/2023",4,4,NA,5,5,"30/08/2023","2021_8",0,0
"Care at Home","Private","Support Services 1st Choice Ltd","Hawick","Adults","28/03/2024",3,3,NA,3,2,"04/03/2024","2021_8",1,0
"Care at Home","Private","Kincare Health Solutions","Edinburgh","Adults","15/11/2023",4,4,NA,4,4,"30/10/2023","2021_9",0,0
"Care at Home","Voluntary or Not for Profit","Eildon Care and Support West","Selkirk","Adults","13/09/2023",5,5,NA,5,5,"06/09/2023","2021_9",0,0
"Care at Home","Private","Oran Private Homecare Midlothian","Fife","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_9",0,0
"Care at Home","Private","Stranraer Skills Station Ltd","Stranraer","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_9",0,0
"Other than Care at home","Private","Stranraer Skills Station Ltd","Stranraer","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_9",0,0
"Care at Home","Private","Care Partners Health Care","Dunfermline","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_9",0,0
"Care at Home","Local Authority","Generic - Care at Home - Barra","Isle Of Barra","Adults","11/09/2023",5,5,NA,5,5,"17/08/2023","2021_10",0,0
"Care at Home","Private","Home Instead West Fife and Kinross","Inverkeithing","Adults","31/01/2024",5,5,NA,5,5,"29/01/2024","2021_10",1,0
"Care at Home","Private","Home Instead Dundee & South Angus","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_10",0,0
"Care at Home","Private","ChrystalKay Healthcare Ltd","Edinburgh","Adults","29/02/2024",2,2,NA,2,2,"23/01/2024","2021_11",0,0
"Other than Care at home","Voluntary or Not for Profit","Muirshiel Resource Centre","Port Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_11",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Dundee Supported Living","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_11",0,0
"Care at Home","Voluntary or Not for Profit","Cosgrove Care Supported Living","Glasgow","Adults","17/07/2023",4,5,NA,4,4,"09/06/2023","2021_11",0,0
"Care at Home","Private","Wilkerr Care Services Ltd","Paisley","Adults","06/09/2023",3,3,NA,3,3,"08/08/2023","2021_12",0,0
"Care at Home","Private","Premo Group","Stirling","Adults","15/05/2023",4,4,NA,4,4,"28/04/2023","2021_12",0,0
"Care at Home","Voluntary or Not for Profit","Archway Care at Home","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_12",0,0
"Care at Home","Private","Aberfeldy & Alyth Community Care","Aberfeldy","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_12",0,0
"Care at Home","Local Authority","Firrhill Housing Support and Care at Home Service","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_1",0,0
"Care at Home","Private","Your Care HomeCare","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_1",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living West Dunbartonshire and Surrounding Areas","Clydebank","Adults","20/10/2023",5,5,NA,5,5,"07/07/2023","2022_1",0,0
"Other than Care at home","Voluntary or Not for Profit","TouchBase Fife","Kirkcaldy","Adults","18/10/2023",5,5,5,5,5,"08/09/2023","2022_1",0,0
"Other than Care at home","Voluntary or Not for Profit","TouchBase Dunbartonshire","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_1",0,0
"Care at Home","Private","Mill Court","Lockerbie","Adults",NA,NA,NA,NA,NA,NA,"11/03/2024","2022_1",0,0
"Care at Home","Local Authority","South, HSCP Community Support Service","Glasgow","Adults","14/02/2024",5,5,NA,4,3,"16/01/2024","2022_1",0,0
"Care at Home","Private","Nightingale Home Care","Falkirk","Adults","07/02/2024",5,NA,NA,NA,5,"25/01/2024","2022_1",0,0
"Care at Home","Local Authority","North West - HSCP - Community Support Service","Glasgow","Adults","29/01/2024",5,5,NA,5,4,"18/12/2023","2022_2",0,0
"Care at Home","Private","Home Instead South Lanarkshire - Hamilton","Lanark","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_2",0,0
"Care at Home","Private","Trust Community Care Limited","Lanarkshire","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_2",0,0
"Care at Home","Private","Home Instead West Dunbartonshire, Argyll & Bute and Arran","Clydebank","Adults","26/07/2023",5,5,NA,5,4,"17/05/2023","2022_2",1,0
"Care at Home","Private","Bluebird Care Inverclyde & Renfrewshire","Paisley","Adults","22/11/2023",4,3,NA,5,3,"26/10/2023","2022_3",1,0
"Care at Home","Voluntary or Not for Profit","Inspire Angus","Forfar","Adults","06/02/2023",5,NA,NA,NA,5,"30/01/2023","2022_3",0,0
"Care at Home","Private","Home Instead Inverclyde and North Ayrshire","Greenock","Adults","06/09/2023",5,5,NA,5,5,"07/08/2023","2022_3",0,0
"Care at Home","Private","Edinburgh Support Services & Healthcare Training Ltd","Edinburgh","Adults","28/08/2023",3,3,NA,3,3,"24/08/2023","2022_3",0,0
"Care at Home","Voluntary or Not for Profit","Trust Housing Association Ltd - Branch 5","Glasgow","Adults","26/09/2023",5,5,NA,5,5,"20/09/2023","2022_3",0,0
"Other than Care at home","Voluntary or Not for Profit","Young Adults Day Opportunities Service","Edinburgh","Adults","08/01/2024",5,5,5,5,5,"07/11/2023","2022_3",0,0
"Care at Home","Private","Forth Valley Homecare Services (Scotia Care Ltd).","Stirling","Adults","19/04/2024",5,4,NA,5,5,"26/03/2024","2022_4",0,0
"Care at Home","Private","Equity of Services for All","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_4",0,0
"Care at Home","Private","Nadia Healthcare Services","Falkirk","Adults","15/06/2023",3,3,NA,4,3,"30/05/2023","2022_4",0,0
"Care at Home","Private","Meloosha Homecare Livingston","Livingston","Adults","08/11/2023",5,4,NA,4,4,"02/11/2023","2022_5",0,0
"Care at Home","Private","Bluebird Care Ayrshire","Prestwick","Adults","17/10/2023",4,4,NA,4,4,"19/09/2023","2022_5",0,0
"Care at Home","Private","Visiting Angels Renfrewshire and Inverclyde","Renfrew","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_5",0,0
"Care at Home","Private","Balmoral Ayrshire","Prestwick","Adults","29/09/2023",4,3,NA,4,4,"06/09/2023","2022_6",0,0
"Care at Home","Private","Edinburgh Care Ltd trading as Lastminute Care and Nursing","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_6",0,0
"Care at Home","Private","Bespoke Support","Dumfries","Adults","06/12/2023",4,4,NA,4,4,"26/10/2023","2022_6",0,0
"Care at Home","Private","Aberness Recruitment","Inverness","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_6",0,0
"Care at Home","Private","DB Quality Care Ltd","Edinburgh","Adults","27/03/2023",4,NA,NA,NA,4,"08/02/2023","2022_6",0,0
"Care at Home","Private","St Columba's Hospice Care - Care at Home","Edinburgh","Adults","10/08/2023",5,5,NA,5,5,"10/07/2023","2022_6",0,0
"Care at Home","Private","Peaky Minders Ltd","Aberdeen","Adults","08/01/2024",3,3,NA,3,2,"13/03/2024","2022_6",0,0
"Care at Home","Private","Swanton Care and Community, Supported Living Service  Scotland","Falkirk","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_6",0,0
"Care at Home","Private","EHL Care Ltd t/a Home Instead East Fife","Glenrothes","Adults","12/02/2024",5,5,NA,4,4,"05/02/2024","2022_6",0,0
"Care at Home","Private","Call - In Homecare - Edinburgh South","Edinburgh","Adults","26/06/2023",4,NA,NA,NA,4,"06/06/2023","2022_6",2,0
"Care at Home","Private","Call - In Homecare Midlothian","Edinburgh.","Adults","27/02/2024",4,4,NA,4,4,"22/02/2024","2022_6",0,0
"Care at Home","Voluntary or Not for Profit","The Ayrshire Hospice Respite and Response","Ayr","Adults","21/03/2024",6,5,NA,5,5,"26/02/2024","2022_6",0,0
"Care at Home","Private","My Homecare Glasgow","Glasgow","Adults","21/11/2023",5,4,NA,5,4,"23/10/2023","2022_7",0,0
"Care at Home","Private","Eden Eagles Care Service","Edinburgh","Adults","24/08/2023",4,4,NA,4,4,"17/08/2023","2022_7",0,0
"Care at Home","Private","Love Childrens Support - Glasgow","Glasgow","Adults","07/06/2023",4,4,NA,4,4,"17/04/2024","2022_7",1,0
"Care at Home","Private","Mackcare Limited","Stirling","Adults","15/03/2023",4,NA,NA,NA,4,"28/02/2023","2022_7",0,0
"Care at Home","Private","Cogent Healthcare","Bathgate","Adults","01/03/2024",4,4,NA,4,3,"19/01/2024","2022_7",0,0
"Care at Home","Voluntary or Not for Profit","Teviot Court","Penicuik","Adults","13/03/2024",4,4,NA,4,4,"20/02/2024","2022_8",0,0
"Care at Home","Voluntary or Not for Profit","Todhill Complex Needs Service -  Care at Home Service","Stevenston","Adults","08/03/2024",4,3,NA,4,3,"22/12/2023","2022_8",0,0
"Care at Home","Private","Trust Care Staff and Training","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_8",0,0
"Care at Home","Private","Greymate Care Ltd","Aberdeen","Adults","22/02/2024",4,4,NA,4,4,"31/01/2024","2022_8",0,0
"Care at Home","Private","Concept Homecare Ltd","Tranent","Adults","07/03/2024",4,4,NA,3,3,"07/02/2024","2022_8",0,0
"Care at Home","Private","Balmoral Dundee","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_8",1,0
"Care at Home","Voluntary or Not for Profit","Edinburgh East Care Service","Edinburgh","Adults","04/10/2023",5,4,NA,5,4,"18/04/2024","2022_8",0,0
"Care at Home","Local Authority","Home First (East Kilbride and Rutherglen)","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_9",0,0
"Care at Home","Local Authority","Danielle Thomson","Hamilton","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_9",0,0
"Care at Home","Private","Clover Care Scotland Ltd","Longniddry","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_9",0,0
"Care at Home","Voluntary or Not for Profit","FCSS Highland Support Services","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_9",0,0
"Care at Home","Private","Nightingale Home Support","Forres, Moray","Adults","04/12/2023",3,3,NA,3,3,"14/11/2023","2022_9",0,0
"Care at Home","Private","Top-Care Inverness LTD","Fortrose","Adults","07/03/2024",3,3,NA,3,3,"15/02/2024","2022_9",0,0
"Care at Home","Private","Hillview Care Service","Edinburgh","Adults","17/10/2023",4,4,NA,4,4,"06/10/2023","2022_9",0,0
"Care at Home","Private","Capernaum Healthcare Ltd","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_10",0,0
"Care at Home","Voluntary or Not for Profit","FCSS Aberdeenshire Support Services","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_10",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone NLCS Airdrie & Coatbridge","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_10",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone NLCS Cumbernauld","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_10",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone NLCS Motherwell & Wishaw","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_10",0,0
"Care at Home","Private","Fife Care Limited","Leven","Adults","07/07/2023",5,5,NA,4,4,"04/07/2023","2022_10",0,0
"Care at Home","Private","Healthrites Care Solutions","Aberdeen","Adults","14/07/2023",4,4,NA,4,4,"06/07/2023","2022_10",0,0
"Care at Home","Local Authority","West Lothian Council Housing with Care- (Brucefield House & Norvell Lodge)","Bathgate","Adults","19/02/2024",4,4,NA,4,4,"06/11/2023","2022_11",0,0
"Care at Home","Local Authority","West Lothian Housing with Care- Colinshiel Court and Rosemount Gardens","Bathgate","Adults","12/03/2024",4,4,NA,4,4,"29/01/2024","2022_11",0,0
"Care at Home","Local Authority","West Lothian Council Housing with Care (Dickson Court & Almondvale Gardens))","West Calder","Adults",NA,NA,NA,NA,NA,NA,"18/03/2024","2022_11",0,0
"Care at Home","Private","Place (personalised care at home)","Glasgow","Adults","15/04/2024",5,4,NA,5,4,"21/03/2024","2022_11",0,0
"Care at Home","Private","Health Caring Solutions","Livingston","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_11",0,0
"Care at Home","Private","Busy Bees Healthcare","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_11",0,0
"Care at Home","Private","Caring Spirit Group","Bathgate","Adults","02/11/2023",4,4,NA,4,4,"30/10/2023","2022_11",0,0
"Care at Home","Private","PAK Health Care Solutions","Falkirk","Adults","05/04/2024",3,3,NA,3,3,"29/02/2024","2022_11",0,0
"Care at Home","Private","P4C Healthcare Ltd","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,"18/04/2024","2022_12",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures Edinburgh and Fife","Edinburgh","Adults",NA,6,6,NA,5,5,NA,"2022_12",0,0
"Care at Home","Private","Balmoral Homecare Stirling","Stirling","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_12",0,0
"Care at Home","Local Authority","Blantyre Intermediate Care","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_12",0,0
"Care at Home","Private","We Care (Highland) Ltd","Inverness","Adults","22/12/2023",3,4,NA,2,2,"29/11/2023","2022_12",0,0
"Care at Home","Private","Baobab Ubuntu Care Service","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_12",0,0
"Care at Home","Private","Gentle Hands","Kirkcaldy","Adults","26/03/2024",4,4,NA,4,4,"29/01/2024","2023_1",0,0
"Care at Home","Private","LLM Homecare Solutions","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_1",0,0
"Care at Home","Local Authority","Assertive Community Transition Service","Shetland","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_2",0,0
"Care at Home","Voluntary or Not for Profit","FCSS Stirling Support Services","Kemnay","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_3",0,0
"Care at Home","Private","Coast Care and Support Ltd","Livingston","Adults","23/04/2024",5,5,NA,5,5,"29/03/2024","2023_3",0,0
"Care at Home","Private","Prestige Nursing and Care - Edinburgh","Newbridge","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_3",0,0
"Care at Home","Private","Prestige Nursing and Care - Angus","Arbroath","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_3",1,0
"Care at Home","Private","Prestige Nursing and Care - Kirkcaldy","Kirkcaldy","Adults",NA,NA,NA,NA,NA,NA,"25/04/2024","2023_3",0,0
"Care at Home","Private","Plum Tree Care Ltd","Paisley","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_3",0,0
"Care at Home","Voluntary or Not for Profit","ACCORD@Home (hospice at home service)","Paisley","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_4",0,0
"Care at Home","Private","Cowal Care Services Ltd","Dunoon","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_4",0,0
"Care at Home","Private","Rainbow West Lothian","Livingston","Adults","20/10/2023",5,5,NA,5,5,"09/10/2023","2023_4",0,0
"Care at Home","Voluntary or Not for Profit","St Peters","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_4",0,0
"Care at Home","Private","Wellness Social Care Services Limited","Dunfermline","Adults",NA,NA,NA,NA,NA,NA,"22/04/2024","2023_4",0,0
"Care at Home","Private","Diamond Hearts Home Care Ltd","Paisley","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_5",0,0
"Other than Care at home","Local Authority","Sir Alexander Fleming Centre","Kilmarnock","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_5",0,0
"Care at Home","Private","Living Ambitions Limited Edinburgh (Bonnington)","Edinburgh","Adults","28/03/2024",4,4,NA,4,4,"15/03/2024","2023_6",0,0
"Care at Home","Private","Tace Healthcare","Kirkcaldy","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
"Care at Home","Private","Care Me Ltd","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,"24/04/2024","2023_6",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone North Lanarkshire Supported Living 1","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
"Care at Home","Private","Glasgow South East Registration 1","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
"Care at Home","Local Authority","Bremner Court","Isle Of Lewis","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
"Care at Home","Private","Double Crown Healthcare Ltd (Home Care at Home)","Renfrew","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
"Care at Home","Private","Glasgow South East Registration 2","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
"Care at Home","Private","Glasgow South East Registration 4","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
