"CareService","Subtype","ServiceType","ServiceName","Service_town","Service_Postcode","ServiceProvider","Provided_by_Local_Authority","Date_Reg","CareHome_Main_Area_of_Care","Council_Area_Name","NumberStaff","Registered_Places","Client_group","GradeSpread","MinGrade","MaxGrade","MinGrade_change","Publication_of_Latest_Grading","KQ_Support_Wellbeing","KQ_Care_and_Support_Planning","KQ_Setting","KQ_Staff_Team","KQ_Leadership","KQ_Care_Play_and_Learning","Complaints_upheld_2122","Complaints_upheld_2223","Complaints_upheld_2324","Enforcements_issued_2122","Enforcements_issued_2223","Enforcements_issued_2324","any_requirements_2122","any_requirements_2223","any_requirements_2324","Last_inspection_Date"
"Support Service","Care at Home","Private","Magdalen House","Dundee","DD1 4LZ","Priority Care Limited","No","2017_9",NA,"Dundee City",0.1,0,"Adults","Mix",4,5,"Same","23/09/2022",5,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/09/2022"
"Child Minding",NA,"Private","Kiddiewinks","Dunfermline",NA,NA,"No","2016_2",NA,"Fife",NA,6,"Children","Mix",4,4,"Same","22/11/2022",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"19/10/2022"
"Nurse Agency",NA,"Private","Protect24 Ltd","Edinburgh","EH6 7LA","Protect24 Ltd","No","2016_8",NA,"City of Edinburgh",2.18,NA,"Adults","Mix",3,3,"Same","16/01/2019",3,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/11/2018"
"Housing Support Service",NA,"Voluntary or Not for Profit","Cornerstone Aberdeen South","Aberdeen","AB11 5QH","Cornerstone Community Care","No","2016_4",NA,"Aberdeen City",30.16,18,"Adults","1 or 2",2,2,"Improve","25/07/2023",2,2,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,"Yes","Yes","21/06/2023"
"Housing Support Service",NA,"Voluntary or Not for Profit","Cornerstone New Deer","Turriff","AB53 6BA","Cornerstone Community Care","No","2016_4",NA,"Aberdeenshire",33.5,12,"Adults","Mix",3,5,"Same","18/10/2022",5,3,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"29/09/2022"
"Child Minding",NA,"Private","Littletoots Childminding","Dundee",NA,NA,"No","2016_3",NA,"Dundee City",1,5,"Children","Mix",4,5,"Same","23/04/2018",NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Day Care of Children","Day Care of Children (over 3s)","Private","Oganan Ghlaschu","Glasgow","G41 1NX","Oganan Ghlaschu Ltd","No","2016_5",NA,"Glasgow City",2.62,50,"Children","Mix",4,5,"Same","03/12/2018",NA,NA,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/10/2018"
"Support Service","Care at Home","Voluntary or Not for Profit","Cornerstone New Deer","Turriff","AB53 6BA","Cornerstone Community Care","No","2016_4",NA,"Aberdeenshire",33.5,12,"Adults","Mix",3,5,"Same","18/10/2022",5,3,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/09/2022"
"Support Service","Care at Home","Voluntary or Not for Profit","Cornerstone Aberdeen South","Aberdeen","AB11 5QH","Cornerstone Community Care","No","2016_4",NA,"Aberdeen City",1,18,"Adults","1 or 2",2,2,"Improve","25/07/2023",2,2,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"21/06/2023"
"Support Service","Care at Home","Private","Pro Care","Largs","KA30 8AU","Pro Care Ayrshire Limited","No","2016_5",NA,"North Ayrshire",12,0,"Adults","Mix",4,5,"Same","23/03/2023",5,5,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"03/03/2023"
"Care Home Service","Children & Young People","Private","Ardlaghan","Bathgate","EH48 3DP","Moore House School Ltd","No","2016_4",NA,"West Lothian",9.3,2,"Children","Mix",4,5,"Same","06/12/2019",5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31/07/2019"
"Child Minding",NA,"Private","Roisin Kibble Childminding","Edinburgh",NA,NA,"No","2016_3",NA,"City of Edinburgh",NA,7,"Children","Mix",4,5,"Same","17/09/2018",NA,NA,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/07/2018"
"Care Home Service","Children & Young People","Private","Campsie View","Glasgow","G65 0ED","Inspire Scotland Limited","No","2016_2",NA,"North Lanarkshire",12,5,"Children","5 or 6",5,5,"Same","25/09/2022",5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"06/07/2022"
"Support Service","Care at Home","Private","Rainbow VIPs","Ayr","KA7 2HD","Rainbow Services (UK) Ltd","No","2016_8",NA,"South Ayrshire",14.25,0,"Adults","Mix",3,5,"Same","22/06/2023",3,3,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","10/05/2023"
"Child Minding",NA,"Private","Lynne Marshall Childminding","Kinross",NA,NA,"No","2016_3",NA,"Perth & Kinross",NA,6,"Children","5 or 6",5,5,"Same","20/03/2017",NA,NA,5,NA,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Support Service","Other than Care at home","Private","Broomhill Day Centre","Penicuik","EH26 0AB","Broomhill Day Centre Penicuik","No","2016_9",NA,"Midlothian",5.1,25,"Adults","Mix",3,4,"Same","08/01/2018",3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/11/2017"
"Care Home Service","Older People","Voluntary or Not for Profit","Richmond House, Crieff","Crieff","PH7 4AF","Richmond House, Crieff, a Scottish Charitable Incorporated Organisation","No","2016_7","Older people - dementia","Perth & Kinross",20,19,"Adults","Mix",3,4,"Same","13/12/2022",4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"28/11/2022"
"Day Care of Children","Day Care of Children (over 3s)","Local Authority","Elgol Primary School Nursery","Isle Of Skye","IV49 9BJ","Highland Council","Yes","2016_9",NA,"Highland",0,4,"Children",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Child Minding",NA,"Private","Nicola MacLean Childminding","Elgin",NA,NA,"No","2016_3",NA,"Moray",NA,6,"Children","Mix",4,4,"Same","14/05/2018",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/04/2018"
"Day Care of Children","Day Care of Children (under 3s)","Private","Bright Horizons @ 24 St. Swithin Street","Aberdeen","AB10 6XD","Bright Horizons Family Solutions Ltd","No","2016_3",NA,"Aberdeen City",16,53,"Children","Mix",4,5,"Same","03/12/2019",NA,NA,4,5,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,"25/09/2019"
"Day Care of Children","Day Care of Children (under 3s)","Private","Bright Horizons Early Learning and Childcare 44 St. Swithin","Aberdeen","AB10 6XJ","Bright Horizons Family Solutions Ltd","No","2016_3",NA,"Aberdeen City",18.5,58,"Children","5 or 6",5,5,"Same","14/07/2020",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/02/2020"
"Day Care of Children","Day Care of Children (under 3s)","Private","St. Swithin Early Learning and Childcare","Aberdeen","AB10 6NU","Bright Horizons Family Solutions Ltd","No","2016_3",NA,"Aberdeen City",13.67,41,"Children","Mix",4,4,"Same","27/01/2020",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/12/2019"
"Day Care of Children","Day Care of Children (over 3s)","Private","Bishopbriggs Out of School Care - Balmuildy Primary","Glasgow","G64 3AJ","Bishopbriggs Out of School Care Ltd","No","2016_5",NA,"East Dunbartonshire",2.17,70,"Children","Mix",4,5,"Same","15/06/2023",NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements","12/05/2023"
"Child Minding",NA,"Private","Shona's Childminding","Leven",NA,NA,"No","2016_2",NA,"Fife",NA,6,"Children","Mix",4,4,"Same","28/04/2017",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Support Service","Care at Home","Private","Edinburgh Homecare T/A Meloosha Homecare Edinburgh","Edinburgh","EH12 8JY","Edinburgh Homecare Ltd T/A Meloosha Homecare Edinburgh","No","2016_11",NA,"City of Edinburgh",25.75,0,"Adults","Mix",4,4,"Same","06/07/2023",4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"06/06/2023"
"Nurse Agency",NA,"Private","ScotForce Healthcare","Perth","PH1 3FX","ScotForce Recruitment Ltd","No","2016_5",NA,"Perth & Kinross",150,NA,"Adults","5 or 6",5,5,"Same","26/09/2017",5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13/09/2017"
"Child Minding",NA,"Private","Zoe Dunsmore","Largs",NA,NA,"No","2016_4",NA,"North Ayrshire",NA,6,"Children","Mix",4,5,"Same","03/08/2023",NA,NA,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","12/07/2023"
"Child Minding",NA,"Private","Blossom Buddies Childminding","Dumfries",NA,NA,"No","2016_2",NA,"Dumfries & Galloway",NA,6,"Children","5 or 6",5,5,"Same","03/08/2022",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"09/06/2022"
"Care Home Service","Children & Young People","Private","The Cottage","Lanark","ML11 8SG","Common Thread Ltd","No","2016_8",NA,"South Lanarkshire",11.2,4,"Children","Mix",4,4,"Same","28/02/2023",4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Yes","Inspected but no requirements",NA,"06/12/2022"
"Housing Support Service",NA,"Private","Care Solutions","Stranraer","DG9 7AB","Care Solutions Homecare Ltd","No","2016_4",NA,"Dumfries & Galloway",40.6,0,"Adults","5 or 6",5,5,"Same","16/12/2019",5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/11/2019"
"Support Service","Care at Home","Private","Care Solutions","Stranraer","DG9 7AB","Care Solutions Homecare Ltd","No","2016_4",NA,"Dumfries & Galloway",0.1,0,"Adults","5 or 6",5,5,"Same","16/12/2019",5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/11/2019"
"Child Minding",NA,"Private","Jacobson, Gillian","Forfar",NA,NA,"No","2016_3",NA,"Angus",NA,6,"Children","Mix",4,5,"Same","09/03/2017",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Child Minding",NA,"Private","Katie's Childminding","Ellon",NA,NA,"No","2016_3",NA,"Aberdeenshire",NA,6,"Children","Mix",4,5,"Same","05/01/2017",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Child Minding",NA,"Private","Gillian McLaughlin Childminding","Glasgow",NA,NA,"No","2016_2",NA,"South Lanarkshire",1,6,"Children","Mix",4,5,"Same","07/07/2023",NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","23/06/2023"
"Support Service","Other than Care at home","Private","Corstorphine Dementia Project Limited","Edinburgh","EH12 7DR","Corstorphine Dementia Project Limited a company limited by guarantee","No","2016_7",NA,"City of Edinburgh",5.24,14,"Adults","Mix",4,5,"Same","05/10/2017",5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31/08/2017"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","The Ladybird Development Group","Lossiemouth","IV31 6JX","The Ladybird Development Group a Scottish Charitable Incorporated Organisation","No","2016_5",NA,"Moray",4.9,15,"Children","5 or 6",5,6,"Same","10/10/2019",NA,NA,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27/08/2019"
"Child Minding",NA,"Private","Erica Grove Childcare","Dunfermline",NA,NA,"No","2016_3",NA,"Fife",NA,6,"Children","Mix",4,5,"Same","11/05/2023",NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"27/01/2023"
"Support Service","Other than Care at home","Voluntary or Not for Profit","Lynton Day Centre","East Linton","EH40 3BX","Lynton Day Centre, a Scottish Charitable Incorporated Organisation","No","2016_3",NA,"East Lothian",1.91,16,"Adults","Mix",3,5,"Same","31/05/2023",4,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","28/04/2023"
"Support Service","Other than Care at home","Local Authority","Wallacewell Day Care","Glasgow","G21 3RP","Glasgow City Council","Yes","2017_1",NA,"Glasgow City",10.5,30,"Adults","Mix",4,6,"Same","22/08/2023",5,5,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","11/08/2023"
"Support Service","Other than Care at home","Voluntary or Not for Profit","St. David's Bradbury Day Centre","Dalkeith","EH22 4LF","St. David's Bradbury Centre","No","2016_8",NA,"Midlothian",5.2,20,"Adults","Mix",4,5,"Same","19/09/2018",5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/08/2018"
"Child Minding",NA,"Private","Emma's Home from Home Childminding","Keith",NA,NA,"No","2016_3",NA,"Moray",NA,6,"Children","Mix",4,5,"Same","17/05/2017",NA,NA,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Child Minding",NA,"Private","K's Kids","Mauchline",NA,NA,"No","2016_2",NA,"East Ayrshire",1,6,"Children","Mix",4,4,"Same","21/03/2022",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"11/03/2022"
"Housing Support Service",NA,"Local Authority","Aberdeen City Council Housing Support Service","Aberdeen","AB10 1AB","Aberdeen City Council","Yes","2016_7",NA,"Aberdeen City",94,1500,"Adults","Mix",4,5,"Same","29/09/2017",4,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17/07/2017"
"Child Minding",NA,"Private","Clarke's Creative Club","Bonnyrigg",NA,NA,"No","2016_3",NA,"Midlothian",NA,6,"Children","5 or 6",5,5,"Same","20/03/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Care Home Service","Older People","Private","Glenbervie Care Home","Larbert","FK5 4RB","Glenbervie Care Limited","No","2016_12","Older people - dementia","Falkirk",66.68,59,"Adults","Mix",4,5,"Same","03/10/2022",5,5,5,5,4,NA,1,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements",NA,"27/09/2022"
"Support Service","Care at Home","Voluntary or Not for Profit","Reach4Reality","Inverness","IV1 1SG","Reach4Reality, a Scottish Charitable Incorporated Organisation","No","2016_6",NA,"Highland",1.57,40,"Adults","5 or 6",5,5,"Same","26/09/2019",5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/08/2019"
"Child Minding",NA,"Private","Here4you Childminding","Perth",NA,NA,"No","2016_2",NA,"Perth & Kinross",NA,6,"Children","5 or 6",5,5,"Same","12/09/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","10/08/2023"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Gilcomstoun Out of School Club","Aberdeen","AB10 1PG","CLICC Ltd.","No","2016_4",NA,"Aberdeen City",3.5,32,"Children","Mix",4,5,"Same","22/02/2018",NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15/02/2018"
"Care Home Service","Children & Young People","Voluntary or Not for Profit","Stepdown North","Glasgow","G20 9JN","Stepdown","No","2017_3",NA,"Glasgow City",12.5,3,"Children","5 or 6",5,5,"Same","25/09/2022",5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"03/05/2022"
"Child Minding",NA,"Private","Lucy Dorn Childminding","Glasgow",NA,NA,"No","2016_3",NA,"East Dunbartonshire",1,6,"Children","5 or 6",5,5,"Same","20/03/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Child Minding",NA,"Private","Jen's Childminding","Prestonpans",NA,NA,"No","2016_4",NA,"East Lothian",NA,7,"Children","5 or 6",5,5,"Same","01/06/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19/05/2017"
"Child Minding",NA,"Private","Marie Parker - Childminder","Annan",NA,NA,"No","2016_4",NA,"Dumfries & Galloway",1,4,"Children","Mix",4,4,"Same","17/08/2017",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/07/2017"
"Child Minding",NA,"Private","Webster, Dawn","Aberdeen",NA,NA,"No","2016_3",NA,"Aberdeen City",NA,7,"Children","Mix",4,5,"Same","28/04/2017",NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Child Minding",NA,"Private","Clelland, Susan","Shetland",NA,NA,"No","2016_3",NA,"Shetland Islands",NA,6,"Children","Mix",4,5,"Same","13/05/2019",NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/04/2019"
"Child Minding",NA,"Private","Lori Brannan - Childminding Services","Dundee",NA,NA,"No","2016_4",NA,"Dundee City",NA,6,"Children","5 or 6",5,6,"Improve","11/09/2023",NA,NA,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","01/08/2023"
"Nurse Agency",NA,"Private","Oncall Care Service (Aberdeen) Ltd","Aberdeen","AB10 1RD","Trinity 247 Care Ltd","No","2016_11",NA,"Aberdeen City",3,NA,"Adults","Mix",4,4,"Same","09/02/2018",4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/01/2018"
"Care Home Service","Physical and Sensory Impairment","Voluntary or Not for Profit","Royal Blind Allermuir","Edinburgh","EH16 5RE","Royal Blind Asylum and School Trading as Sight Scotland","No","2016_8","Visual impairment","City of Edinburgh",13.5,4,"Adults","Mix",4,5,"Same","20/01/2020",5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/11/2019"
"Day Care of Children","Day Care of Children (over 3s)","Local Authority","Isobel Mair School Extended School Day Service","Glasgow","G77 6NP","East Renfrewshire Council","Yes","2016_4",NA,"East Renfrewshire",2.6,20,"Children","5 or 6",5,5,"Same","03/07/2017",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/05/2017"
"Child Minding",NA,"Private","Choo Choo Childcare","Renfrew",NA,NA,"No","2016_6",NA,"Renfrewshire",NA,6,"Children","Mix",4,5,"Same","18/07/2018",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/05/2018"
"Housing Support Service",NA,"Voluntary or Not for Profit","Blackwood Care Edinburgh West","Edinburgh","EH11 1DQ","Blackwood Homes and Care","No","2016_8",NA,"City of Edinburgh",132,25,"Adults","Mix",3,4,"Same","01/05/2023",3,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"20/03/2023"
"Support Service","Care at Home","Voluntary or Not for Profit","Blackwood Care Edinburgh West","Edinburgh","EH11 1DQ","Blackwood Homes and Care","No","2016_8",NA,"City of Edinburgh",132,25,"Adults","Mix",3,4,"Same","01/05/2023",3,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/03/2023"
"Support Service","Care at Home","Voluntary or Not for Profit","Jedburgh Services","Duns","TD11 3GA","Community Integrated Care","No","2016_7",NA,"Scottish Borders",0.01,0,"Adults","5 or 6",5,6,"Same","13/06/2023",5,6,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/06/2023"
"Child Minding",NA,"Private","Kirsty's House","Bishopton",NA,NA,"No","2016_7",NA,"Renfrewshire",1,6,"Children","Mix",4,5,"Same","24/09/2019",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/08/2019"
"Child Minding",NA,"Private","Young, Catherine","Renfrew",NA,NA,"No","2016_6",NA,"Renfrewshire",NA,6,"Children","Mix",4,5,"Same","10/01/2023",NA,NA,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"16/12/2022"
"Child Minding",NA,"Private","McAulay, Amanda","Kilmarnock",NA,NA,"No","2016_4",NA,"East Ayrshire",1,6,"Children","Mix",4,4,"Same","13/06/2017",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/05/2017"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Ardvreck Nursery","Crieff","PH7 4EX","Ardvreck School Ltd","No","2017_9",NA,"Perth & Kinross",4.4,30,"Children","Mix",4,5,"Same","07/10/2022",NA,NA,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"23/08/2022"
"Support Service","Care at Home","Private","Plus Homecare Ltd","Glasgow","G44 3RA","Plus Homecare Ltd","No","2016_7",NA,"East Renfrewshire",3,0,"Adults","Mix",4,5,"Same","26/05/2023",5,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","21/04/2023"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Stow Kids Club","Galashiels","TD1 2SQ","Stow Kids Club a Scottish Charitable Incorporated Organisation","No","2016_12",NA,"Scottish Borders",0.75,30,"Children","Mix",4,4,"Same","28/08/2017",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/07/2017"
"Child Minding",NA,"Private","Milngavie Childminding Service","Glasgow",NA,NA,"No","2016_5",NA,"East Dunbartonshire",1,6,"Children","5 or 6",5,5,"Same","06/07/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/04/2017"
"Child Minding",NA,"Private","Tojo and Toots Childminding Service","Dunfermline",NA,NA,"No","2016_4",NA,"Fife",NA,6,"Children","Mix",4,5,"Same","08/06/2023",NA,NA,4,4,4,5,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements","Inspected but no requirements","26/05/2023"
"Day Care of Children","Day Care of Children (under 3s)","Private","Craighead Country Nursery School","Mauchline","KA5 6EX","Craighead Nurseries Ltd","No","2016_7",NA,"East Ayrshire",17.65,63,"Children","Mix",4,5,"Same","28/06/2018",NA,NA,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/06/2018"
"Child Minding",NA,"Private","Sandra Miller Childminding","Irvine",NA,NA,"No","2016_5",NA,"North Ayrshire",NA,6,"Children","Mix",4,5,"Same","02/08/2019",NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16/04/2019"
"Child Minding",NA,"Private","Messy Nessie Child Care","Inverness",NA,NA,"No","2016_5",NA,"Highland",1,6,"Children","5 or 6",5,5,"Same","21/08/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","19/07/2023"
"Day Care of Children","Day Care of Children (over 3s)","Private","Wild Sparks","Perth","PH1 4JZ","Wild Sparks Outdoor Play CIC","No","2017_1",NA,"Perth & Kinross",2.58,18,"Children","Mix",4,5,"Same","07/11/2017",NA,NA,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19/09/2017"
"Child Minding",NA,"Private","Suzanne's Childminding Services","Glasgow",NA,NA,"No","2016_5",NA,"North Lanarkshire",1,6,"Children","Mix",4,4,"Same","19/05/2017",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/05/2017"
"Day Care of Children","Day Care of Children (over 3s)","Local Authority","Logans Primary School Nursery Class","Motherwell","ML1 3PH","North Lanarkshire Council","Yes","2016_8",NA,"North Lanarkshire",5,40,"Children","Mix",4,4,"Same","21/07/2017",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/06/2017"
"Day Care of Children","Day Care of Children (under 3s)","Local Authority","St John The Baptist Primary Nursery Class","Uddingston","G71 7AG","South Lanarkshire Council","Yes","2016_8",NA,"South Lanarkshire",6.43,88,"Children","Mix",4,5,"Same","30/05/2023",NA,NA,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"23/03/2023"
"Child Minding",NA,"Private","Audrey Keith Childminding","Cowdenbeath",NA,NA,"No","2016_4",NA,"Fife",NA,6,"Children","Mix",4,5,"Same","20/07/2023",NA,NA,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","28/06/2023"
"Care Home Service","Older People","Local Authority","Royston Court","Edinburgh","EH5 1LE","City of Edinburgh Council","Yes","2017_2","Older people - frailty","City of Edinburgh",70.85,60,"Adults","Mix",4,4,"Same","28/02/2022",4,4,4,4,4,NA,NA,NA,1,NA,NA,NA,"Inspected but no requirements",NA,NA,"08/02/2022"
"Child Minding",NA,"Private","Jaynene Barnfather Childminding","Falkirk",NA,NA,"No","2016_6",NA,"Falkirk",NA,7,"Children","Mix",4,4,"Same","23/05/2017",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/05/2017"
"Day Care of Children","Day Care of Children (over 3s)","Private","Clydesdale After School Care (Coatbridge)","Coatbridge","ML5 1DL","Clydesdale After School Care Limited","No","2016_8",NA,"North Lanarkshire",11,60,"Children","Mix",4,4,"Same","06/12/2019",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27/08/2019"
"Day Care of Children","Day Care of Children (over 3s)","Private","Fast @ Muirhead","Glasgow","G69 9ER","Reid, Rhonda","No","2016_8",NA,"North Lanarkshire",2.2,48,"Children","Mix",4,4,"Same","08/11/2018",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/09/2018"
"Child Minding",NA,"Private","Michelle Prior Childminding","Dundee",NA,NA,"No","2016_7",NA,"Dundee City",1,6,"Children","Mix",4,5,"Same","05/05/2023",NA,NA,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements","11/04/2023"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Middlefield Community Project","Aberdeen","AB16 7UR","Middlefield Community Project, a Scottish Charitable Incorporated Organisation","No","2016_7",NA,"Aberdeen City",11.7,71,"Children","Mix",4,4,"Same","29/01/2019",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/11/2018"
